Species3,Total.individuals,Female,Male,Unknown,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Secondary1,Tail.Length,Mass,Inference,Traits.inferred,Reference.species
Turdus poliocephalus,4,2,2,0,21.9,13.7,4.7,6.0,28.9,107.0,81.4,81.4,61.6,NO,NA,NA
Turdus reevei,4,1,3,0,22.2,12.4,4.8,5.4,31.6,116.3,93.1,91.5,61.0,NO,NA,NA
Turdus rubrocanus,4,2,2,0,25.9,15.8,4.8,6.4,32.5,136.2,98.4,112.2,92.2,NO,NA,NA
Turdus ruficollis,8,4,4,0,22.6,12.5,4.7,6.1,31.7,132.6,91.6,99.1,80.6,NO,NA,NA
Turdus rufitorques,4,2,2,0,30.0,13.3,4.9,5.9,30.6,134.4,97.3,96.5,72.0,NO,NA,NA
Turdus rufiventris,10,0,4,6,24.1,14.6,5.2,6.8,32.4,112.6,93.8,99.7,69.4,NO,NA,NA
Turdus rufopalliatus,4,2,2,0,22.2,13.3,5.1,6.6,31.5,120.8,92.2,104.8,75.0,NO,NA,NA
Turdus serranus,9,3,5,1,24.2,14.6,5.8,6.5,34.9,124.3,100.3,113.9,84.9,NO,NA,NA
Turdus subalaris,4,2,1,1,19.6,10.9,5.1,5.2,27.5,105.2,75.4,81.0,49.5,NO,NA,NA
Turdus swalesi,1,0,1,0,29.3,17.6,6.0,8.1,43.9,129.5,105.7,109.0,75.0,NO,NA,NA
Turdus tephronotus,4,2,2,0,22.9,13.9,5.0,6.5,29.4,106.9,87.3,88.8,49.4,NO,NA,NA
Turdus torquatus,4,2,2,0,24.3,13.9,5.2,6.7,33.2,135.4,92.6,106.5,109.0,NO,NA,NA
Turdus unicolor,4,2,2,0,22.3,12.9,4.6,5.7,31.2,119.5,83.6,78.8,64.2,NO,NA,NA
Turdus viscivorus,4,2,2,0,23.8,13.7,5.4,7.2,32.4,151.0,97.4,113.4,117.4,NO,NA,NA
Turnix castanotus,4,2,2,0,14.2,8.8,4.5,7.2,21.0,83.8,51.9,31.8,82.7,NO,NA,NA
Turnix everetti,1,1,0,0,13.0,7.6,3.8,6.4,14.8,66.0,45.0,23.3,28.0,YES,Secondary1,Turnix worcesteri
Turnix hottentottus,8,4,4,0,13.0,6.1,2.1,3.3,20.9,74.6,55.6,25.8,50.6,NO,NA,NA
Turnix maculosus,4,2,2,0,12.3,6.7,2.1,3.4,18.0,73.2,53.4,26.8,39.1,NO,NA,NA
Turnix melanogaster,4,2,2,0,14.6,8.2,3.7,5.8,25.1,103.8,63.7,40.5,87.1,NO,NA,NA
Turnix nigricollis,4,2,2,0,13.2,6.3,2.2,3.6,19.4,75.2,55.5,33.8,61.3,NO,NA,NA
Turnix ocellatus,4,2,2,0,16.8,9.9,3.8,5.9,25.9,93.5,67.9,31.0,110.0,NO,NA,NA
Turnix olivii,2,1,1,0,15.8,9.8,4.8,6.7,24.1,97.5,60.0,38.0,56.4,NO,NA,NA
Turnix pyrrhothorax,4,2,2,0,11.9,7.4,4.2,6.0,19.1,73.0,46.2,29.5,45.7,NO,NA,NA
Turnix suscitator,8,4,4,0,15.9,8.2,3.1,4.9,24.4,80.1,63.4,24.1,49.1,NO,NA,NA
Turnix sylvaticus,4,2,2,0,14.0,7.3,2.2,3.8,21.9,83.8,60.7,42.0,52.7,NO,NA,NA
Turnix tanki,4,2,2,0,12.6,6.6,1.9,3.2,21.7,80.0,58.3,25.5,52.8,NO,NA,NA
Turnix varius,4,2,2,0,15.2,8.2,3.8,4.8,22.4,99.8,63.1,46.5,90.2,NO,NA,NA
Turnix velox,4,2,2,0,12.5,7.3,4.3,6.6,17.3,75.7,48.9,31.5,44.3,NO,NA,NA
Turnix worcesteri,2,1,1,0,10.2,6.5,3.5,5.4,16.6,66.8,45.8,27.0,56.4,NO,NA,NA
Turtur abyssinicus,4,1,3,0,16.5,7.8,2.1,2.6,17.7,106.5,73.6,76.0,62.7,NO,NA,NA
Turtur afer,4,2,2,0,16.0,7.2,2.1,2.8,18.2,103.0,74.2,76.8,65.6,NO,NA,NA
Turtur brehmeri,4,2,2,0,19.6,9.2,2.7,3.7,26.8,125.5,93.8,101.0,116.0,NO,NA,NA
Turtur chalcospilos,4,2,2,0,15.5,7.0,2.1,2.7,17.5,107.5,74.7,68.8,60.6,NO,NA,NA
Turtur tympanistria,7,3,3,1,16.8,8.5,2.8,3.4,21.1,112.6,83.0,76.8,70.6,NO,NA,NA
Tylas eduardi,4,2,2,0,23.6,13.0,5.2,6.3,25.6,114.8,95.6,79.5,46.8,NO,NA,NA
Tympanuchus cupido,4,0,3,1,23.5,12.5,8.7,8.8,41.7,202.5,116.1,76.4,870.1,NO,NA,NA
Tympanuchus pallidicinctus,1,0,1,0,24.7,11.6,9.6,9.9,40.9,205.0,125.0,138.0,745.8,NO,NA,NA
Tympanuchus phasianellus,4,4,0,0,22.3,11.6,8.4,9.2,40.0,200.0,120.6,103.2,882.4,NO,NA,NA
Tyranneutes stolzmanni,10,3,4,3,10.4,6.2,3.7,3.2,11.7,47.6,33.3,23.1,7.2,NO,NA,NA
Tyranneutes virescens,4,2,2,0,11.2,7.4,4.0,3.5,11.5,49.8,34.4,19.8,7.2,NO,NA,NA
Tyrannopsis sulphurea,4,2,2,0,21.2,13.7,8.3,6.3,20.9,105.2,88.1,75.0,53.6,NO,NA,NA
Tyrannulus elatus,5,2,2,1,8.5,4.9,3.2,3.0,12.8,46.2,36.8,39.0,7.0,NO,NA,NA
Tyrannus albogularis,4,2,2,0,23.4,16.2,8.4,6.4,17.8,105.8,77.0,88.8,37.1,NO,NA,NA
Tyrannus caudifasciatus,5,1,3,1,28.4,19.7,8.8,7.0,21.9,106.0,79.8,86.0,42.4,NO,NA,NA
Tyrannus couchii,4,2,2,0,26.0,16.3,10.4,7.9,19.3,116.0,85.1,90.5,39.0,NO,NA,NA
Tyrannus crassirostris,4,2,2,0,29.8,20.6,12.7,10.2,19.4,124.6,88.3,92.5,55.9,NO,NA,NA
Tyrannus cubensis,2,0,0,2,36.6,25.7,14.3,11.9,21.9,131.8,98.7,92.0,93.6,NO,NA,NA
Tyrannus dominicensis,4,2,2,0,30.4,21.6,11.5,8.9,18.6,116.9,80.1,87.2,46.5,NO,NA,NA
Tyrannus forficatus,4,2,2,0,22.4,13.9,7.4,6.0,18.4,120.0,74.9,208.7,39.3,NO,NA,NA
Tyrannus melancholicus,17,8,6,3,23.3,17.2,9.8,7.1,16.8,100.4,78.0,82.0,37.4,NO,NA,NA
Tyrannus niveigularis,5,2,2,1,21.4,14.3,8.9,6.4,16.8,101.2,74.5,78.3,34.4,NO,NA,NA
Tyrannus savana,8,4,4,0,18.2,11.4,6.5,5.2,17.4,103.2,74.7,190.0,31.9,NO,NA,NA
Tyrannus tyrannus,5,2,1,2,21.2,14.8,7.7,6.3,18.5,114.8,76.3,80.2,39.9,NO,NA,NA
Tyrannus verticalis,4,2,2,0,21.8,13.5,7.5,6.4,18.3,126.1,84.3,89.9,39.6,NO,NA,NA
Tyrannus vociferans,4,2,2,0,24.0,15.0,8.2,6.8,19.0,129.8,88.4,88.5,45.6,NO,NA,NA
Tyto alba,9,4,5,0,32.3,17.7,8.8,13.9,59.6,280.2,168.7,114.0,403.3,NO,NA,NA
Tyto aurantia,4,3,1,0,37.4,18.8,9.8,16.4,59.0,225.5,160.4,102.2,521.7,NO,NA,NA
Tyto capensis,4,2,2,0,36.0,17.2,7.9,13.5,76.0,299.5,170.2,117.8,364.7,NO,NA,NA
Tyto glaucops,3,0,1,2,34.2,17.1,9.2,15.3,61.7,251.7,165.5,121.0,521.7,NO,NA,NA
Tyto inexspectata,3,1,2,0,38.8,20.8,11.1,18.2,56.3,250.2,190.8,105.7,521.7,NO,NA,NA
Tyto longimembris,4,2,2,0,36.1,17.4,9.6,13.3,84.1,312.5,165.5,116.2,352.5,NO,NA,NA
Tyto manusi,2,1,1,0,40.9,22.2,9.0,18.1,65.5,290.4,187.5,109.7,521.7,NO,NA,NA
Tyto nigrobrunnea,1,1,0,0,41.0,21.2,11.6,17.1,65.5,278.0,186.0,129.0,521.7,YES,Tarsus length,Tyto manusi
Tyto novaehollandiae,4,0,1,3,35.0,18.3,9.8,15.1,64.7,299.5,170.4,125.5,631.9,NO,NA,NA
Tyto rosenbergii,4,1,1,2,39.2,21.1,11.3,17.6,67.3,308.2,190.8,134.2,521.7,NO,NA,NA
Tyto sororcula,1,1,0,0,29.0,14.6,7.3,12.8,53.0,213.0,147.9,83.0,521.7,NO,NA,NA
Tyto soumagnei,3,0,0,3,30.9,15.3,7.3,12.7,53.6,210.0,150.1,94.3,284.0,NO,NA,NA
Tyto tenebricosa,8,2,2,4,40.2,22.9,12.4,18.8,66.6,256.0,206.2,126.9,660.6,NO,NA,NA
Upucerthia albigula,6,1,2,3,37.4,26.1,4.0,5.1,25.5,90.8,74.4,78.0,39.9,NO,NA,NA
Upucerthia dumetaria,9,4,4,1,32.3,26.7,3.8,4.8,25.2,99.3,75.9,81.1,48.7,NO,NA,NA
Upucerthia jelskii,7,2,5,0,34.5,26.4,3.8,4.7,26.3,82.3,70.6,68.2,40.1,NO,NA,NA
Upucerthia saturatior,7,3,4,0,32.1,24.1,4.1,4.8,23.6,97.1,74.6,80.8,48.7,NO,NA,NA
Upucerthia serrana,9,2,6,1,29.9,19.7,4.2,5.3,28.5,83.5,75.8,86.0,48.7,NO,NA,NA
Upucerthia validirostris,9,3,5,1,39.6,29.5,4.0,4.9,27.1,89.2,75.7,79.7,33.6,NO,NA,NA
Upupa epops,16,8,8,0,56.8,47.1,5.7,6.5,21.4,143.8,113.9,100.7,66.9,NO,NA,NA
Uraeginthus angolensis,4,2,2,0,9.0,7.2,4.6,5.4,12.7,50.8,43.3,46.8,9.9,NO,NA,NA
Uraeginthus bengalus,5,2,2,1,9.2,7.2,4.6,5.2,13.4,52.0,43.4,54.6,9.9,NO,NA,NA
Uraeginthus cyanocephalus,5,2,2,1,11.0,7.5,5.0,5.6,14.7,53.9,44.4,58.0,9.8,NO,NA,NA
Uraeginthus granatinus,4,2,2,0,9.8,8.3,5.6,5.8,15.2,56.5,47.1,69.5,11.8,NO,NA,NA
Uraeginthus ianthinogaster,4,2,2,0,11.1,8.4,5.5,6.5,15.8,54.2,47.7,64.0,14.1,NO,NA,NA
Uragus sibiricus,5,2,2,1,10.6,6.7,6.2,7.6,15.6,72.2,55.2,86.0,17.4,NO,NA,NA
Uratelornis chimaera,4,2,2,0,36.0,23.0,8.2,8.8,45.8,105.0,88.8,241.8,226.0,NO,NA,NA
Uria aalge,4,2,2,0,57.5,37.3,8.4,13.8,35.5,193.5,82.2,50.5,991.9,NO,NA,NA
Uria lomvia,4,2,2,0,49.4,27.3,8.6,14.5,33.5,206.0,99.2,42.2,964.0,NO,NA,NA
Urochroa bougueri,8,1,3,4,32.5,26.2,2.9,2.6,7.4,76.6,28.2,45.4,11.4,NO,NA,NA
Urocissa caerulea,4,2,2,0,43.4,27.5,11.5,16.4,48.9,198.2,169.0,379.2,257.0,NO,NA,NA
Urocissa erythrorhyncha,4,2,2,0,38.3,22.5,10.4,12.6,44.7,175.2,140.9,357.8,151.5,NO,NA,NA
Urocissa flavirostris,5,2,2,1,37.7,22.9,10.8,12.6,45.6,179.2,155.2,334.3,149.2,NO,NA,NA
Urocissa ornata,4,2,2,0,42.2,24.2,10.0,15.4,42.2,167.9,144.6,245.1,196.0,NO,NA,NA
Urocissa whiteheadi,4,0,4,0,45.7,28.0,11.9,16.4,50.5,212.0,183.4,218.5,177.3,NO,NA,NA
Urocolius indicus,4,1,2,1,13.7,9.1,6.9,7.1,20.6,93.5,63.6,206.2,52.7,NO,NA,NA
Urocolius macrourus,4,2,2,0,13.8,9.4,7.8,7.7,19.2,87.5,61.6,239.8,45.5,NO,NA,NA
Urocynchramus pylzowi,4,1,3,0,12.7,7.3,3.9,4.6,22.0,73.5,62.6,78.2,28.6,NO,NA,NA
Uroglaux dimorpha,4,1,1,2,27.3,16.5,10.0,14.1,35.1,208.5,147.6,130.8,281.0,NO,NA,NA
Urolais epichlorus,4,2,2,0,13.8,7.3,2.8,2.8,20.7,53.8,48.4,75.8,11.3,NO,NA,NA
Urolestes melanoleucus,5,2,2,1,24.1,13.9,6.9,10.3,34.3,133.5,102.6,270.2,82.2,NO,NA,NA
Uropelia campestris,4,1,0,3,10.7,5.4,2.1,2.4,14.6,65.2,52.2,73.0,35.2,NO,NA,NA
Uropsalis lyra,4,0,4,0,19.4,6.8,5.0,2.6,18.0,175.7,82.7,698.8,71.2,NO,NA,NA
Uropsalis segmentata,4,2,2,0,19.0,6.1,4.4,2.5,16.7,163.5,80.6,319.0,42.9,NO,NA,NA
Uropsila leucogastra,4,2,2,0,14.7,8.8,2.5,3.2,18.3,50.0,43.8,29.8,9.0,NO,NA,NA
Urosphena squameiceps,4,2,2,0,13.2,7.9,2.6,2.6,18.0,51.0,40.7,31.0,9.3,NO,NA,NA
Urosphena subulata,3,1,2,0,14.7,8.8,2.5,2.8,19.0,52.2,47.5,26.7,9.0,NO,NA,NA
Urosphena whiteheadi,4,2,2,0,13.3,7.9,2.8,2.6,19.1,49.8,46.2,22.8,9.0,NO,NA,NA
Urosticte benjamini,14,2,12,0,20.4,18.4,1.9,1.5,5.2,50.8,18.8,35.2,3.9,NO,NA,NA
Urosticte ruficrissa,14,2,12,0,23.0,19.8,1.6,1.9,5.8,58.5,19.2,39.2,4.3,NO,NA,NA
Urothraupis stolzmanni,4,2,2,0,12.6,7.2,3.5,4.2,20.8,73.5,63.1,73.8,23.1,NO,NA,NA
Urotriorchis macrourus,4,2,2,0,35.3,19.7,13.3,16.5,78.9,286.5,218.2,373.8,492.0,NO,NA,NA
Vanellus albiceps,4,2,2,0,37.2,20.3,6.0,6.7,75.8,218.5,132.6,99.2,192.0,NO,NA,NA
Vanellus armatus,4,2,2,0,32.9,18.1,4.6,5.5,73.3,203.2,121.3,77.0,156.0,NO,NA,NA
Vanellus cayanus,4,2,2,0,26.6,14.9,4.4,4.8,46.9,143.0,80.1,59.8,75.8,NO,NA,NA
Vanellus chilensis,10,5,5,0,35.9,19.3,6.0,6.8,75.5,217.6,153.7,98.3,327.0,NO,NA,NA
Vanellus cinereus,4,2,2,0,38.8,21.3,5.9,7.3,77.8,239.0,130.9,102.2,270.0,NO,NA,NA
Vanellus coronatus,4,2,2,0,31.8,16.1,4.0,5.2,69.3,196.8,118.3,85.0,165.0,NO,NA,NA
Vanellus crassirostris,4,2,2,0,37.8,21.4,6.1,7.2,76.8,208.0,132.8,93.0,170.0,NO,NA,NA
Vanellus duvaucelii,4,2,2,0,33.4,17.6,4.5,5.3,66.0,193.8,117.7,83.5,143.0,NO,NA,NA
Vanellus gregarius,4,2,2,0,34.0,17.6,4.2,5.1,61.0,197.8,100.5,78.0,224.5,NO,NA,NA
Vanellus indicus,4,2,2,0,34.2,19.1,5.3,5.3,73.1,209.5,119.0,101.8,181.0,NO,NA,NA
Vanellus leucurus,4,2,2,0,33.1,19.1,4.1,5.2,71.4,171.8,101.7,68.2,132.0,NO,NA,NA
Vanellus lugubris,4,2,2,0,25.0,13.1,4.2,4.8,59.5,172.2,93.8,62.8,122.0,NO,NA,NA
Vanellus malarbaricus,4,2,2,0,26.8,14.7,4.6,4.9,59.3,192.0,100.0,73.2,140.0,NO,NA,NA
Vanellus melanocephalus,4,1,1,2,30.2,15.2,4.7,5.2,61.1,234.5,142.1,88.0,214.0,NO,NA,NA
Vanellus melanopterus,4,2,2,0,30.4,16.3,4.0,4.9,61.2,206.5,101.8,76.0,184.9,NO,NA,NA
Vanellus miles,8,4,4,0,38.1,19.5,5.8,6.4,75.9,243.3,156.7,99.1,387.0,NO,NA,NA
Vanellus resplendens,4,2,2,0,37.5,20.0,4.5,5.6,53.9,219.2,131.7,98.8,214.0,NO,NA,NA
Vanellus senegallus,4,2,2,0,35.5,18.7,5.8,6.6,83.4,222.8,137.1,94.2,248.0,NO,NA,NA
Vanellus spinosus,4,2,2,0,31.7,16.9,4.7,5.7,65.9,194.8,122.2,90.2,187.9,NO,NA,NA
Vanellus superciliosus,4,2,2,0,24.9,13.8,4.7,5.1,54.8,182.5,99.7,70.8,150.0,NO,NA,NA
Vanellus tectus,4,2,2,0,25.8,14.2,4.0,4.5,58.5,184.8,112.4,85.0,100.0,NO,NA,NA
Vanellus tricolor,4,2,2,0,28.2,13.6,4.7,5.2,49.7,192.2,107.6,77.5,184.0,NO,NA,NA
Vanellus vanellus,4,2,2,0,27.8,14.9,4.4,5.2,47.9,221.0,133.7,99.8,218.4,NO,NA,NA
Vanga curvirostris,5,2,2,1,32.0,21.3,6.4,10.5,28.1,112.2,93.8,101.4,64.2,NO,NA,NA
Veniliornis affinis,7,2,5,0,22.1,17.6,5.6,6.7,16.2,91.9,72.6,62.5,34.8,NO,NA,NA
Veniliornis callonotus,4,2,2,0,17.1,13.0,4.8,5.1,15.3,75.0,63.3,50.5,26.5,NO,NA,NA
Veniliornis cassini,4,1,3,0,23.0,17.7,6.2,6.0,15.9,95.2,71.5,54.5,34.6,NO,NA,NA
Veniliornis chocoensis,2,0,2,0,19.9,15.8,5.6,5.7,15.4,90.2,69.4,59.8,30.0,NO,NA,NA
Veniliornis dignus,5,1,4,0,20.9,15.8,7.5,6.1,20.3,96.6,73.4,61.2,37.6,NO,NA,NA
Veniliornis frontalis,4,2,2,0,20.1,15.2,5.6,5.5,15.7,92.5,76.4,59.8,36.7,NO,NA,NA
Veniliornis kirkii,4,2,2,0,21.7,16.2,5.3,5.8,16.4,88.2,72.8,58.8,28.8,NO,NA,NA
Veniliornis lignarius,4,2,2,0,20.0,16.3,6.5,5.3,12.1,88.8,71.6,61.0,34.0,NO,NA,NA
Veniliornis maculifrons,4,2,2,0,23.2,18.4,6.3,6.7,16.9,94.0,72.6,52.5,38.7,NO,NA,NA
Veniliornis mixtus,4,2,2,0,17.4,13.3,5.7,5.0,15.8,85.2,69.4,49.8,28.7,NO,NA,NA
Veniliornis nigriceps,4,4,0,0,22.8,16.9,5.9,6.0,19.5,92.6,75.3,69.5,44.0,NO,NA,NA
Veniliornis passerinus,10,6,4,0,18.0,15.9,5.8,5.3,14.3,77.4,65.6,48.3,32.1,NO,NA,NA
Veniliornis sanguineus,4,2,2,0,17.7,13.4,5.2,5.2,15.7,75.0,64.5,46.8,26.5,NO,NA,NA
Veniliornis spilogaster,4,2,2,0,23.9,18.6,5.8,6.2,15.9,95.2,77.3,50.0,40.3,NO,NA,NA
Vermivora bachmanii,4,2,2,0,12.8,8.4,2.9,3.4,16.2,59.2,46.6,45.6,8.6,NO,NA,NA
Vermivora celata,5,1,3,1,12.1,7.8,3.8,4.0,18.3,59.7,46.1,46.6,9.2,NO,NA,NA
Vermivora chrysoptera,4,2,2,0,14.7,8.4,3.0,3.3,16.6,60.5,44.9,43.9,8.7,NO,NA,NA
Vermivora crissalis,4,1,3,0,13.9,8.8,3.2,3.9,17.6,61.2,49.4,56.5,9.3,NO,NA,NA
Vermivora luciae,5,2,2,1,10.4,6.8,3.1,3.6,16.2,55.3,42.4,43.4,6.6,NO,NA,NA
Vermivora peregrina,4,2,2,0,12.3,8.0,3.3,3.9,17.4,64.2,47.6,44.5,8.9,NO,NA,NA
Vermivora pinus,5,2,2,1,13.2,8.5,2.8,3.3,15.6,57.4,42.6,41.6,8.9,NO,NA,NA
Vermivora ruficapilla,5,2,2,1,11.7,7.0,2.9,3.6,16.1,56.9,43.4,41.1,8.1,NO,NA,NA
Vermivora virginiae,4,2,2,0,11.3,7.7,3.0,3.3,16.8,60.1,48.7,48.2,8.2,NO,NA,NA
Vestiaria coccinea,5,2,2,1,29.0,20.8,4.2,5.8,23.1,76.3,56.5,54.1,18.2,NO,NA,NA
Vidua camerunensis,4,0,4,0,10.1,6.4,3.8,5.9,13.5,63.4,49.2,39.5,12.1,NO,NA,NA
Vidua chalybeata,5,2,2,1,10.1,6.0,3.8,5.4,14.0,63.2,49.2,40.6,12.5,NO,NA,NA
Vidua codringtoni,3,0,3,0,10.1,6.2,4.3,5.9,14.7,67.2,52.9,42.3,12.8,NO,NA,NA
Vidua fischeri,5,2,2,1,10.2,6.1,4.1,5.9,14.9,67.7,53.6,41.6,12.2,NO,NA,NA
Vidua funerea,4,0,4,0,10.3,6.4,4.2,5.8,14.1,67.5,52.5,42.4,14.3,NO,NA,NA
Vidua hypocherina,4,2,2,0,10.0,6.4,4.2,5.8,14.0,64.4,51.2,44.4,11.9,NO,NA,NA
Vidua interjecta,4,2,2,0,11.7,6.8,4.5,5.8,16.6,75.4,56.8,57.5,20.6,NO,NA,NA
Vidua larvaticola,7,3,4,0,9.7,6.0,4.8,6.1,13.5,64.8,49.8,37.8,13.1,NO,NA,NA
Vidua macroura,5,2,2,1,11.0,6.3,4.0,6.3,16.0,67.0,53.5,46.7,15.7,NO,NA,NA
Vidua maryae,4,2,2,0,10.1,6.3,4.6,6.0,14.1,66.4,50.0,38.2,12.8,NO,NA,NA
Vidua nigeriae,4,1,3,0,9.3,5.5,3.3,5.3,13.6,63.8,49.1,41.2,12.0,NO,NA,NA
Vidua obtusa,4,0,4,0,12.1,7.1,5.2,6.6,16.2,81.8,63.2,60.5,20.7,NO,NA,NA
Vidua orientalis,4,2,2,0,10.7,6.6,4.9,6.2,15.9,73.9,57.5,60.2,18.5,NO,NA,NA
Vidua paradisaea,5,2,2,1,12.2,7.1,5.1,6.9,15.8,77.7,61.2,56.7,20.4,NO,NA,NA
Vidua purpurascens,4,2,2,0,10.0,6.2,3.5,5.4,13.9,66.5,52.2,42.8,13.1,NO,NA,NA
Vidua raricola,3,0,3,0,9.1,5.4,3.8,5.6,13.4,63.0,49.3,38.5,11.9,NO,NA,NA
Vidua regia,4,2,2,0,11.4,6.2,4.1,6.0,15.3,70.2,54.0,42.9,14.4,NO,NA,NA
Vidua togoensis,4,0,2,2,11.4,6.9,4.7,6.1,15.9,74.8,57.8,57.6,15.6,NO,NA,NA
Vidua wilsoni,4,0,4,0,10.4,6.1,4.0,6.0,13.8,62.6,48.9,37.9,13.1,NO,NA,NA
Vini australis,4,2,2,0,16.0,11.3,6.5,10.1,14.1,97.0,48.3,60.8,55.0,NO,NA,NA
Vini kuhlii,4,1,1,2,16.8,11.8,6.9,10.2,17.6,118.2,62.9,63.2,55.0,NO,NA,NA
Vini peruviana,4,1,1,2,13.8,10.0,6.4,8.9,14.3,106.0,56.8,65.5,29.0,NO,NA,NA
Vini stepheni,3,2,1,0,15.2,11.1,7.3,10.8,17.3,121.3,67.4,83.0,55.0,NO,NA,NA
Vini ultramarina,4,0,0,4,14.2,10.1,7.2,9.6,15.8,111.0,63.4,62.8,40.0,NO,NA,NA
Vireo altiloquus,4,2,2,0,20.6,12.0,4.1,4.7,19.9,77.8,57.8,53.8,19.0,NO,NA,NA
Vireo atricapilla,4,2,2,0,12.5,6.7,3.4,3.5,18.6,54.2,45.8,44.0,9.0,NO,NA,NA
Vireo bairdi,4,0,0,4,14.1,7.8,3.9,4.5,21.4,60.5,51.2,51.2,12.0,NO,NA,NA
Vireo bellii,4,2,2,0,12.8,7.0,3.2,3.8,18.0,56.0,43.7,42.8,8.5,NO,NA,NA
Vireo brevipennis,4,1,2,1,12.4,6.8,3.4,3.6,19.8,56.0,48.6,56.0,11.8,NO,NA,NA
Vireo caribaeus,2,1,1,0,13.8,7.1,3.8,3.9,20.0,56.5,48.9,48.5,9.3,NO,NA,NA
Vireo carmioli,10,4,6,0,11.0,6.7,3.5,4.0,18.3,65.8,53.3,52.0,13.1,NO,NA,NA
Vireo cassinii,4,2,2,0,13.9,7.7,3.9,4.5,18.7,72.8,53.5,53.2,14.7,NO,NA,NA
Vireo crassirostris,4,2,2,0,15.2,9.0,4.2,5.0,20.6,61.4,52.0,50.2,13.0,NO,NA,NA
Vireo flavifrons,5,2,2,1,14.9,8.6,4.0,4.9,18.4,75.8,49.9,48.6,18.0,NO,NA,NA
Vireo flavoviridis,4,2,2,0,17.8,9.9,4.0,4.5,17.9,78.0,57.6,52.0,17.6,NO,NA,NA
Vireo gilvus,8,4,4,0,13.8,7.7,3.5,3.8,16.8,68.2,51.9,52.4,12.7,NO,NA,NA
Vireo gracilirostris,4,2,2,0,17.0,9.2,3.0,3.3,20.2,62.5,52.9,57.8,16.5,NO,NA,NA
Vireo griseus,11,4,2,5,12.4,7.6,3.7,4.1,19.2,60.5,50.1,50.2,11.4,NO,NA,NA
Vireo gundlachii,4,2,2,0,14.2,7.8,3.7,4.6,20.5,56.6,50.2,53.4,12.9,NO,NA,NA
Vireo huttoni,4,2,2,0,12.6,6.9,3.3,4.0,19.2,61.0,50.6,52.4,11.3,NO,NA,NA
Vireo hypochryseus,4,2,2,0,14.9,8.1,3.9,4.5,17.9,61.2,50.9,56.8,12.2,NO,NA,NA
Vireo latimeri,4,0,1,3,13.4,7.7,3.8,4.0,18.8,55.6,47.8,47.1,12.0,NO,NA,NA
Vireo leucophrys,16,2,13,1,13.6,7.8,3.5,3.9,16.8,64.9,53.9,53.0,12.3,NO,NA,NA
Vireo magister,4,1,2,1,19.4,11.2,4.2,5.4,21.6,75.8,60.9,53.2,15.4,NO,NA,NA
Vireo masteri,1,0,1,0,12.1,7.6,2.9,3.3,17.1,55.4,46.2,40.2,11.2,NO,NA,NA
Vireo modestus,5,2,0,3,11.6,6.4,3.6,3.7,18.6,56.9,50.1,50.6,9.6,NO,NA,NA
Vireo nanus,4,1,3,0,11.7,6.1,4.4,3.2,19.1,54.0,47.1,52.0,10.5,NO,NA,NA
Vireo nelsoni,4,1,3,0,12.5,6.6,3.1,3.0,19.2,55.8,49.0,47.0,9.4,NO,NA,NA
Vireo olivaceus,28,7,13,8,14.3,9.5,4.4,4.4,16.9,69.8,53.8,52.2,16.1,NO,NA,NA
Vireo osburni,4,2,1,1,16.8,9.2,4.4,5.6,20.8,73.2,59.9,59.8,19.9,NO,NA,NA
Vireo pallens,7,4,3,0,14.2,8.0,3.9,4.3,20.6,57.3,49.1,47.1,11.0,NO,NA,NA
Vireo philadelphicus,11,2,7,2,12.6,6.8,3.4,3.6,16.6,65.9,48.3,51.5,11.5,NO,NA,NA
Vireo plumbeus,8,3,4,1,14.6,7.8,3.9,4.8,18.2,73.4,56.3,58.7,16.4,NO,NA,NA
Vireo solitarius,4,2,2,0,13.0,7.5,3.5,4.4,18.0,73.8,51.8,52.2,15.3,NO,NA,NA
Vireo vicinior,4,2,2,0,12.9,7.3,3.9,4.6,18.8,64.5,54.5,58.5,12.8,NO,NA,NA
Vireolanius eximius,4,0,0,4,20.1,11.4,4.9,6.9,20.1,72.5,59.5,53.5,28.2,NO,NA,NA
Vireolanius leucotis,5,2,2,1,19.6,11.0,4.9,6.3,21.1,71.2,56.2,49.8,26.0,NO,NA,NA
Vireolanius melitophrys,4,2,2,0,19.6,10.7,5.0,7.0,24.0,81.2,67.2,70.8,34.7,NO,NA,NA
Vireolanius pulchellus,5,2,2,1,21.2,11.7,4.9,6.8,21.3,72.6,61.7,51.4,24.0,NO,NA,NA
Volatinia jacarina,32,13,18,1,10.1,7.5,4.8,5.7,14.4,51.0,43.3,44.6,9.9,NO,NA,NA
Vultur gryphus,4,2,2,0,92.3,64.8,31.0,28.4,127.8,781.0,430.5,364.0,11236.1,NO,NA,NA
Wetmorethraupis sterrhopteron,4,2,1,1,18.2,11.0,7.4,8.0,23.6,103.3,81.2,64.7,50.2,NO,NA,NA
Willisornis poecilinotus,29,9,16,4,18.5,10.5,4.6,4.5,22.9,65.0,54.9,42.2,18.4,NO,NA,NA
Wilsonia canadensis,4,2,2,0,15.0,7.0,3.3,3.4,17.4,63.0,46.0,51.1,10.0,NO,NA,NA
